interval_index,begin,end,intersection_id,official_approach,official_movement,target_pcu,actual_pcu,error_pcu,relative_error,geh,vehicle_contributions_pcu,passed
0,0,900,demo_9,northeast,right,36,36.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 29.0, 'truck': 2.5}",True
0,0,900,demo_9,northeast,through,0,0.0,0.0,,0.0,"{'bus': 0.0, 'electric_bicycle': 0.0, 'passenger': 0.0, 'truck': 0.0}",True
0,0,900,demo_9,south,left,29,29.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
0,0,900,demo_9,south,right,31,31.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 24.0, 'truck': 2.5}",True
0,0,900,demo_9,south,through,42,42.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 33.0, 'truck': 2.5}",True
0,0,900,demo_9,west,left,27,27.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
0,0,900,demo_9,west,right,36,36.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 29.0, 'truck': 2.5}",True
0,0,900,demo_9,west,through,9,9.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 7.0, 'truck': 0.0}",True
1,900,1800,demo_3,east,left,9,9.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 7.0, 'truck': 0.0}",True
1,900,1800,demo_3,east,right,27,27.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
1,900,1800,demo_3,east,through,59,59.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 47.0, 'truck': 5.0}",True
1,900,1800,demo_3,north,left,43,43.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 34.0, 'truck': 2.5}",True
1,900,1800,demo_3,north,right,26,26.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 21.0, 'truck': 2.5}",True
1,900,1800,demo_3,north,through,19,19.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 14.0, 'truck': 2.5}",True
1,900,1800,demo_3,south,left,24,24.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 19.0, 'truck': 2.5}",True
1,900,1800,demo_3,south,right,32,32.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 25.0, 'truck': 2.5}",True
1,900,1800,demo_3,south,through,27,27.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
1,900,1800,demo_3,west,left,20,20.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 15.0, 'truck': 2.5}",True
1,900,1800,demo_3,west,right,19,19.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 14.0, 'truck': 2.5}",True
1,900,1800,demo_3,west,through,65,65.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 51.0, 'truck': 5.0}",True
1,900,1800,demo_5,east,left,70,70.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 56.0, 'truck': 5.0}",True
1,900,1800,demo_5,east,through,72,72.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 58.0, 'truck': 5.0}",True
1,900,1800,demo_5,south,left,71,71.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 57.0, 'truck': 5.0}",True
1,900,1800,demo_5,south,right,106,106.0,0.0,0.0,0.0,"{'bus': 12.0, 'electric_bicycle': 1.5, 'passenger': 85.0, 'truck': 7.5}",True
1,900,1800,demo_5,west,right,55,55.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 46.0, 'truck': 2.5}",True
1,900,1800,demo_5,west,through,132,132.0,0.0,0.0,0.0,"{'bus': 16.0, 'electric_bicycle': 1.5, 'passenger': 107.0, 'truck': 7.5}",True
1,900,1800,demo_6,east,left,63,63.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 49.0, 'truck': 5.0}",True
1,900,1800,demo_6,east,right,56,56.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 47.0, 'truck': 2.5}",True
1,900,1800,demo_6,east,through,69,69.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 55.0, 'truck': 5.0}",True
1,900,1800,demo_6,north,left,22,22.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 17.0, 'truck': 2.5}",True
1,900,1800,demo_6,north,right,22,22.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 17.0, 'truck': 2.5}",True
1,900,1800,demo_6,north,through,67,67.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 53.0, 'truck': 5.0}",True
